 "user_id","signup_time","purchase_time","purchase_value","device_id","source","browser","sex","age","ip_address","class"
366157,2015-06-03 05:55:13,2015-08-24 22:49:13,10,"VGLSRSDPBKFDT","Ads","IE","M",39,3197986604.15817,0
212713,2015-01-23 00:48:29,2015-04-15 07:22:16,75,"GWXTVXTCVBWGJ","Ads","Opera","M",28,4131651346.48439,0
147157,2015-03-24 02:26:20,2015-07-03 22:05:02,18,"MJTSDIUVBDYYH","Direct","IE","F",34,1628339626.11245,0
229743,2015-01-02 22:26:13,2015-01-02 22:26:14,43,"FFPGTAVXXQPMB","SEO","FireFox","F",25,1531011454.53913,1
152542,2015-08-13 07:35:20,2015-10-24 14:46:35,62,"CSAWZREUKMUBC","SEO","Safari","M",34,2257993210.0332,0
248936,2015-07-18 09:38:25,2015-07-23 21:14:22,14,"QURUUQSKRJOBX","Ads","Chrome","F",23,619083985.817671,0
223944,2015-01-14 06:12:10,2015-04-28 06:47:30,50,"GXWENPSXLSTXF","SEO","Safari","M",34,1203522213.50042,0
47245,2015-04-08 04:45:40,2015-06-15 15:03:17,18,"TXEDIWYDAHEZU","SEO","Safari","M",41,803817105.437299,0
155421,2015-06-23 21:47:56,2015-09-15 22:40:51,23,"JEPHKOSPJZFVH","Ads","Opera","F",37,1414917342.72955,0
391918,2015-05-31 18:37:35,2015-07-24 22:50:46,12,"OCXMDIGACOXEX","SEO","Chrome","F",29,1631069757.01231,0
88585,2015-05-08 19:28:18,2015-07-27 19:17:04,49,"RNURNKAWYHHSK","SEO","Chrome","F",24,507980480.030598,0
154133,2015-06-28 20:46:19,2015-10-05 17:32:55,60,"DIIQAIEXJXFGN","Ads","IE","M",30,2824911219.69721,0
255254,2015-07-27 14:50:34,2015-09-27 14:25:23,62,"BXAUFYBVEHFAG","Direct","Chrome","F",21,1865479473.20574,0
239699,2015-07-09 08:02:53,2015-07-31 20:48:52,68,"DDLSNTYGYNLLE","Ads","IE","F",24,4152568685.88215,0
15146,2015-07-23 10:52:58,2015-10-25 21:04:17,12,"BNHFGBCENACYN","SEO","IE","M",29,4215748806.63585,0
204910,2015-07-04 18:07:40,2015-07-24 05:53:27,22,"ZUUJDXKMFQDAO","Ads","Chrome","M",34,2259465327.24625,0
15314,2015-02-15 18:11:26,2015-05-06 10:47:05,35,"ZNIUCXHBGOBOH","Direct","FireFox","M",30,3248100384.50043,0
282319,2015-07-03 01:11:24,2015-10-08 23:36:56,34,"SICWNYZVZMWOS","Ads","Chrome","M",30,2716541353.37151,0
27251,2015-01-18 04:37:48,2015-04-01 02:19:28,42,"FOIVQBHKEGRHC","Ads","FireFox","M",28,1927691318.86738,1
374798,2015-05-04 22:36:18,2015-07-20 02:11:23,68,"EGXUGSJBJMMJR","Ads","IE","M",38,1846873399.73776,0
201050,2015-05-19 15:46:53,2015-08-03 14:52:55,10,"FCYBJQTMGZOID","Direct","FireFox","M",42,3187381672.77865,0
216310,2015-04-27 18:36:14,2015-05-21 02:14:09,53,"STCBJEHGFRHYW","Ads","FireFox","F",32,3448451156.66121,0
34536,2015-02-22 18:01:22,2015-06-01 19:50:17,56,"THQZOUTSOERHR","SEO","IE","M",33,3100670907.91823,0
264135,2015-07-01 14:18:02,2015-08-23 08:08:14,30,"XHAMKBFAEMDHF","Direct","Chrome","M",32,2090520087.35891,1
298213,2015-05-07 23:20:49,2015-06-01 10:46:11,15,"RLQIHNHPWHBSZ","Ads","FireFox","M",25,4261879010.99956,1
118793,2015-04-11 13:23:47,2015-04-15 19:56:30,54,"YPFTSXRIITGKX","Direct","FireFox","M",38,4134858432.84011,0
218915,2015-06-29 20:29:29,2015-08-09 17:54:25,50,"VIPTZQNAYCZUO","Direct","FireFox","F",26,2905328802.17467,0
162254,2015-07-11 09:40:53,2015-07-17 15:45:20,50,"SRXPUVKFJPQDT","SEO","IE","M",19,3074018294.50806,0
116860,2015-07-02 21:09:06,2015-07-20 19:46:43,43,"ARXBYTXIVFENW","Ads","Chrome","M",31,3103946231.51002,0
200060,2015-08-18 00:14:00,2015-11-07 11:43:57,28,"QDPUGZVYWMOHW","SEO","Safari","M",47,4271214792.76732,0
199635,2015-07-16 11:14:58,2015-08-07 06:16:13,62,"LZVJISCTYMRVT","Direct","Safari","M",30,588909491.075815,0
301187,2015-07-25 10:42:21,2015-11-09 02:52:11,37,"YZVWAEGEFTUGW","SEO","Chrome","M",41,2434534198.19051,0
30777,2015-01-16 10:13:34,2015-01-31 22:06:02,54,"UQYZAPONHZJXC","SEO","IE","M",52,3260773394.78417,0
32841,2015-05-24 04:44:11,2015-07-29 15:50:20,33,"GXLXGPAYESKCI","Ads","IE","F",50,1906004944.13432,0
315270,2015-03-24 08:13:47,2015-06-22 00:59:26,67,"ZRSGKTEHYCVSF","Direct","FireFox","M",28,2649094625.16952,0
265362,2015-08-07 13:02:56,2015-09-17 23:21:13,48,"ENRQHQEGVXSAQ","SEO","Chrome","M",29,1485288846.60237,0
296276,2015-03-24 23:29:21,2015-04-24 01:00:27,59,"UNOAAWGKHXUKN","SEO","Chrome","F",43,3992888798.59122,0
115770,2015-02-01 19:16:57,2015-04-16 00:11:09,59,"ADEZJTEHZFQPS","Ads","Chrome","F",33,285376089.80276,0
38796,2015-08-06 12:06:35,2015-10-03 23:37:15,31,"PQYIREPUPVXZI","SEO","Chrome","M",34,859641651.484021,0
327520,2015-03-28 21:54:42,2015-03-28 23:50:59,41,"ISJGPRXZLLKPQ","Ads","Safari","M",35,1517607284.48555,0
268540,2015-01-02 07:54:08,2015-01-15 04:09:30,21,"RWNGDMQBMMPFK","SEO","IE","F",27,2713256009.66573,0
56366,2015-07-19 02:54:18,2015-08-31 18:39:01,43,"KCMPCGZQOZMPM","Direct","Safari","F",21,2938576950.53652,0
169531,2015-03-07 02:44:12,2015-07-05 02:31:09,74,"TOSAOJPTPGWWJ","SEO","Chrome","M",28,3656175656.59422,0
283090,2015-05-14 17:00:03,2015-08-03 12:16:37,9,"VLGSJYWSGWBPC","SEO","IE","M",27,787443558.45647,0
93692,2015-08-17 13:00:04,2015-10-04 06:03:27,34,"QKFGYGXJJRHIA","SEO","Chrome","F",19,1602228598.81095,0
231201,2015-06-15 08:31:11,2015-10-12 17:54:30,21,"CHPSCPHNNJOLA","SEO","FireFox","M",45,2731572293.31806,0
77387,2015-06-20 11:45:58,2015-06-22 06:16:29,55,"FVGYOWHVTRDOY","SEO","Safari","M",19,997808943.703064,0
332308,2015-05-12 23:50:46,2015-05-14 09:05:21,12,"YQKXBJVRGVGDQ","SEO","IE","M",33,1660514854.43932,0
317938,2015-04-06 04:14:46,2015-05-18 01:48:27,62,"MMYPULFHXWXJI","Ads","IE","M",21,379837995.008329,0
93893,2015-01-12 01:52:27,2015-04-13 18:40:19,23,"KRBDMLMAWFWOJ","Ads","Safari","M",27,1190600644.71343,0
234040,2015-05-29 20:31:42,2015-06-01 15:15:41,41,"ADCKHWNKXZFHN","Ads","FireFox","M",37,1976416104.66263,0
149380,2015-01-07 13:37:56,2015-04-06 15:33:38,31,"SOYEBPPZTLEJW","Ads","IE","F",38,2735330933.93261,0
24698,2015-02-14 01:23:05,2015-05-31 21:42:08,66,"VWXMPKYQMASAA","Ads","Chrome","M",24,2200938091.16487,0
378236,2015-04-14 01:37:05,2015-05-24 15:42:42,51,"GFHYTZDMUTNRI","SEO","IE","F",18,1098279547.84949,0
2437,2015-03-20 11:56:48,2015-04-21 22:16:08,22,"EXNDOWUGDSKNR","SEO","Chrome","F",33,933258289.975034,0
286592,2015-04-17 14:03:43,2015-07-28 20:52:08,51,"LSDEISYUDFTIK","SEO","FireFox","M",28,810533533.418905,0
278605,2015-07-29 13:30:09,2015-11-19 18:23:03,46,"SZTWELVTZRAWW","SEO","Safari","F",27,1637463928.94362,0
260736,2015-03-19 17:33:53,2015-04-22 12:45:56,20,"RNEGUUGMDRPRE","Direct","FireFox","M",24,852410336.863285,0
77650,2015-03-05 05:08:59,2015-03-24 19:12:41,31,"AGINBNDQFERCG","SEO","FireFox","F",31,654698234.175619,0
143627,2015-07-23 14:11:16,2015-08-16 18:20:37,11,"BLPRCMRDHFQDZ","Ads","Chrome","M",27,906970401.861991,0
107167,2015-05-05 19:53:35,2015-07-06 02:54:02,19,"PRBOSTGLGLNEB","Ads","Chrome","F",22,382928170.246015,0
79218,2015-05-22 08:07:43,2015-07-30 14:38:46,34,"CACBGGHKWTIZS","Ads","Chrome","F",45,3556291459.11833,0
359651,2015-04-15 15:34:23,2015-04-24 06:43:31,19,"FNSKGROLPOKMR","SEO","IE","F",44,1468910251.58171,0
235737,2015-01-08 14:15:57,2015-04-26 09:27:13,45,"BDFXNERCUXYQI","Ads","Chrome","M",26,2465593921.60708,0
18263,2015-01-13 13:01:01,2015-04-22 08:14:36,78,"EFNDNEIOQKSWS","SEO","Chrome","F",44,3940928277.41096,0
63266,2015-01-14 13:33:14,2015-04-06 06:05:04,57,"BHXNAYEDWGGLH","Direct","Chrome","F",25,2562774493.32013,0
298272,2015-04-10 09:19:15,2015-07-21 15:27:34,20,"PMJAJLTAXJKRB","Ads","FireFox","F",33,2656568978.38191,1
330767,2015-04-25 13:15:40,2015-08-22 18:55:42,50,"FPYFTQZKVLDIZ","Ads","IE","M",22,3127028639.66806,0
133402,2015-02-15 17:23:08,2015-02-17 11:31:07,38,"BVXDCNWGEENVU","SEO","Chrome","M",36,2179207987.25286,1
376288,2015-07-04 02:19:38,2015-09-19 02:22:00,22,"WTIUYAXPNKZEP","Ads","IE","F",47,315919482.325981,0
260314,2015-02-08 11:47:37,2015-05-26 08:36:05,19,"KYELOGGYZYQNU","SEO","Safari","M",31,426481810.794547,0
244077,2015-02-12 05:03:54,2015-03-22 14:55:29,45,"OBWBTBJCOZNQM","Direct","Safari","M",21,3045346640.21725,0
59103,2015-05-16 12:49:39,2015-07-30 06:02:28,20,"MCYWKXXFUZZDU","Direct","IE","M",28,2415131922.62386,0
378794,2015-01-02 06:01:10,2015-01-02 06:01:11,22,"MLKPWLXKZYANO","Ads","Chrome","F",33,2543531714.97789,1
150081,2015-05-27 21:22:13,2015-06-15 15:21:02,70,"RRLYZKVPVQYZD","Ads","Chrome","M",39,190419116.30248,0
275973,2015-01-14 16:52:52,2015-05-07 12:11:32,29,"GGMPXTFXSXWMD","Direct","FireFox","F",28,3657055855.86689,1
93152,2015-01-12 08:40:23,2015-01-12 08:40:24,34,"VAHYDLSLVQCWY","Direct","Chrome","M",39,16669225.6744054,1
80042,2015-01-06 12:42:49,2015-03-29 22:29:45,50,"MCOIMZOQSOAUV","Ads","Chrome","M",54,2009826009.17299,0
350502,2015-01-02 08:14:54,2015-01-02 08:14:55,27,"NKIHDDUCTWEVS","SEO","IE","F",34,2871247601.45149,1
295007,2015-04-02 03:06:56,2015-07-17 16:41:03,36,"UEWNXVYKIKRTV","SEO","Chrome","M",38,3318634199.65657,0
307047,2015-02-04 14:42:26,2015-02-05 19:43:16,15,"APWXMRHMQFDBD","SEO","FireFox","F",38,3150139949.33958,0
166897,2015-07-02 08:27:11,2015-10-21 11:19:09,51,"GXNNRZGHWFUPS","Ads","FireFox","F",42,913220146.404029,0
81667,2015-03-11 08:06:18,2015-05-25 03:16:02,26,"ZEKPGIXOMUNNF","Ads","Chrome","F",42,2586623192.41374,0
95510,2015-02-08 21:20:06,2015-04-11 02:08:00,15,"RXJYRACLOGJGN","Direct","Safari","M",35,610851330.445067,0
78337,2015-07-30 05:52:12,2015-08-01 14:54:33,30,"KLKAFOBONOTOS","SEO","FireFox","M",24,1771226201.15279,0
303054,2015-01-30 06:23:48,2015-02-04 09:26:34,12,"WZHIHQPVJWNMV","Ads","Chrome","F",27,3195233236.30271,0
9505,2015-07-22 19:18:17,2015-08-19 04:58:26,16,"WVNYVTKPFZVPB","Direct","IE","M",19,3128555251.5274,1
296460,2015-04-21 02:56:45,2015-07-10 11:27:45,59,"SDMFBJKMXMBNP","SEO","FireFox","M",19,163438116.348173,0
148292,2015-01-08 12:42:03,2015-01-08 12:42:04,39,"FVYSKVOAMYIZM","Direct","Chrome","M",22,2979623047.30187,1
270724,2015-01-03 19:02:47,2015-01-03 19:02:48,22,"PPCQNVONMGSBH","SEO","Chrome","M",31,2366310676.56753,1
363841,2015-05-14 00:00:05,2015-06-03 23:51:56,17,"WGCMOYXVRGNWU","Ads","IE","F",35,2971542032.61413,0
1051,2015-03-10 06:46:38,2015-05-28 01:19:18,51,"QGVZBDRUUOFIG","Direct","IE","M",42,4283917453.13518,0
301479,2015-07-26 15:18:51,2015-10-18 16:48:45,43,"HLXLOVDZLZOHK","Direct","Chrome","M",19,97437415.9933879,0
167289,2015-02-15 11:33:08,2015-03-31 04:31:28,33,"MCUXOWTFKAIKS","Ads","Safari","F",31,984841530.827128,0
306339,2015-08-07 05:33:52,2015-08-09 10:41:15,71,"RLOOIDOHINLHI","Direct","IE","F",54,4198948762.43799,0
18545,2015-04-20 10:01:53,2015-07-11 09:21:41,13,"XCRSELEFNEBTI","Ads","IE","M",40,2155685383.47312,0
24714,2015-06-26 04:04:05,2015-08-27 03:04:39,39,"LTMMWHHSMYSZS","Ads","FireFox","M",27,1266394462.02818,0
2733,2015-06-05 13:04:37,2015-07-06 18:17:47,21,"DRDTVLWXWVZHF","SEO","FireFox","F",36,1021317692.40308,0
296610,2015-03-31 13:11:15,2015-05-15 01:38:50,40,"LITGMALPWEHSJ","SEO","FireFox","M",46,2096332275.23512,1
315629,2015-05-07 01:17:04,2015-08-20 04:05:46,89,"PUQEIUNZNMYXU","Ads","Chrome","F",27,697769134.922638,0
199860,2015-08-07 06:20:03,2015-10-19 20:22:59,15,"JBYBZZHHBCJFL","SEO","FireFox","F",38,586759900.534197,0
322204,2015-01-09 23:26:15,2015-01-11 02:19:01,42,"FUDFJZMMDZFUX","Ads","Safari","M",48,3785879484.74634,0
260457,2015-05-26 18:35:40,2015-09-01 02:56:23,47,"PRELWPWRMEVSY","Ads","Safari","F",44,689174879.227371,1
88637,2015-05-07 19:27:24,2015-08-05 03:23:09,28,"MJVJCEVGREMPH","SEO","FireFox","M",27,2008090474.73281,0
235045,2015-05-19 22:32:47,2015-07-28 04:57:31,44,"NTEBNQOEZRTLF","Direct","Chrome","M",54,4289842569.14921,0
311773,2015-01-19 00:51:02,2015-01-20 08:32:19,43,"RDFHVFDFKEJTI","Direct","IE","F",31,711360568.897425,0
393642,2015-05-23 22:55:44,2015-07-22 08:20:56,10,"ILHNRUGVCQBPZ","Ads","Chrome","M",36,1468009409.66019,0
247662,2015-01-19 14:33:30,2015-02-14 11:14:04,94,"WOGVQIQNQORCW","Ads","Opera","F",42,3498929788.32411,1
328723,2015-03-04 01:31:19,2015-07-01 07:14:52,40,"CTDNLCKHORLCN","Direct","IE","M",36,2299206450.8495,1
194376,2015-07-22 06:35:51,2015-08-13 04:02:42,37,"XZXFLQDEGIRRX","Ads","IE","F",35,2563663634.65916,0
38843,2015-03-02 02:58:06,2015-05-30 02:15:31,50,"IVGUYFEKDAHNY","SEO","Chrome","M",33,920317698.47417,0
114699,2015-02-21 16:19:01,2015-05-29 01:27:24,14,"TXFXXVALFIXKE","SEO","FireFox","M",41,572611772.147022,0
23400,2015-04-26 20:19:05,2015-06-10 18:29:51,13,"LEZEBNCMWCWZR","Ads","FireFox","M",19,932389000.655753,0
346884,2015-05-14 22:40:32,2015-09-10 08:11:38,23,"CVGLWZLFICJHO","Direct","Safari","F",25,1204307388.5152,0
229461,2015-08-14 20:00:19,2015-10-11 06:26:32,23,"NKGCLJHSRYBHV","SEO","FireFox","F",37,4229794460.31429,0
367329,2015-01-02 00:45:56,2015-01-14 19:20:44,32,"UDQNPDPILKCRS","SEO","Safari","F",38,3209919942.48923,1
123022,2015-02-26 03:18:49,2015-04-26 21:18:35,35,"FLTTGWCEPQYQF","Direct","Chrome","M",38,1021704197.85863,0
29524,2015-01-04 03:03:09,2015-01-04 03:03:10,44,"CUXMOHCLKOFXI","SEO","Chrome","M",31,2968152395.08347,1
91435,2015-07-25 22:33:20,2015-08-22 14:50:05,51,"PCHTGZASJAKVT","Ads","Chrome","M",40,3704602163.46645,0
226561,2015-07-05 18:26:58,2015-08-10 20:36:48,28,"THMXGBGBQLRZL","Direct","FireFox","F",25,3210990943.53266,0
291907,2015-03-20 16:26:36,2015-06-02 20:45:46,34,"CVEBYSQDGAARU","SEO","IE","M",22,3530264809.04531,0
11429,2015-08-01 05:55:27,2015-08-20 19:04:24,23,"PQSNJIIYTNIAZ","Direct","Safari","M",33,1700742199.28242,0
38560,2015-02-05 13:41:19,2015-03-04 12:18:24,12,"JNHKQWTWXTUUW","SEO","IE","F",37,489902441.865945,0
104445,2015-04-19 01:57:40,2015-08-08 21:22:18,50,"AQSZJNACTPXGN","Ads","Safari","F",43,888989275.672266,0
225994,2015-01-12 17:12:25,2015-01-12 17:12:26,57,"JBMIQGTDASQAN","Ads","Chrome","F",47,2439623724.82763,1
252953,2015-04-06 13:55:37,2015-07-31 02:44:34,58,"AWRYZZIWBMCJE","Direct","FireFox","F",25,3560821448.56823,0
100715,2015-06-22 19:01:20,2015-09-30 08:40:22,26,"YKXBCPYJOCNCQ","Ads","Chrome","F",26,1344968865.06549,0
375550,2015-01-25 17:16:23,2015-05-24 03:11:09,12,"MZCMISLLMCWFR","Direct","Safari","M",26,3593147443.76141,0
90101,2015-07-27 21:24:54,2015-08-06 08:46:25,45,"MHTNLDEZULEUX","SEO","Chrome","F",33,3833443513.98552,0
214010,2015-05-16 23:11:00,2015-07-15 13:11:45,55,"HKCZCYPJOBNAZ","SEO","Chrome","F",32,2279743083.28681,0
71921,2015-04-01 13:45:40,2015-06-09 09:03:12,46,"KNCJLRUIUYNMV","Direct","FireFox","M",33,624989815.937881,0
381633,2015-01-09 22:12:23,2015-01-09 22:12:24,33,"DNLWXJIIODTRH","Direct","IE","F",47,3915422010.68907,1
191380,2015-04-14 15:38:10,2015-06-20 09:30:17,31,"UHZBFZTOVTDAT","Ads","FireFox","M",48,1153675277.83811,0
63299,2015-04-09 01:17:59,2015-07-26 20:27:43,49,"RCVMQCZJEAEEA","SEO","FireFox","F",41,4160034195.49186,0
191663,2015-06-17 02:44:40,2015-08-23 22:35:59,38,"DSHFUDKRKOGXG","Ads","Chrome","M",28,1096407846.80912,0
181307,2015-02-19 20:29:07,2015-04-11 07:14:29,38,"DIPRPLQHZSYRM","SEO","IE","M",34,1231891914.4993,0
229635,2015-07-15 04:52:18,2015-10-23 17:15:58,25,"BJLDCXJEYLZCP","Ads","Chrome","F",38,1082339668.41277,0
226685,2015-01-09 09:15:41,2015-03-05 07:44:58,71,"UJKMSLNQDQRGV","Ads","Safari","M",38,4038641821.80553,0
47541,2015-01-06 01:54:10,2015-01-06 01:54:11,23,"GLQKPCKWMMSKZ","Direct","IE","M",41,1639459093.06515,1
355551,2015-01-09 12:10:59,2015-02-07 05:58:00,57,"YKIVGJASXVVMZ","Ads","Chrome","M",26,2050555823.30841,0
14214,2015-04-18 17:20:12,2015-06-12 14:17:57,67,"YFMKHUBDDADDO","Ads","Safari","F",39,1611943766.61301,0
69913,2015-04-08 18:02:05,2015-06-10 00:50:25,45,"TBEMWELOXVDVB","Direct","Chrome","F",18,343801708.640634,0
157231,2015-07-19 13:37:26,2015-09-18 01:00:08,65,"YTTINWHOMRQTT","Ads","IE","F",21,1905669593.52958,0
73514,2015-03-22 21:24:36,2015-05-24 19:24:33,23,"LTCSRXQHFHTED","Ads","FireFox","M",46,675757273.046971,0
386734,2015-02-09 23:09:37,2015-03-21 04:58:36,32,"ROESUHWZUYMYV","SEO","FireFox","M",36,879153622.465548,0
266461,2015-07-30 22:53:15,2015-08-19 23:21:09,20,"XEBMTJAMNMQUK","Ads","FireFox","M",45,3422538589.46037,0
292082,2015-08-02 21:16:55,2015-11-05 14:26:48,18,"ZVVZSZKXSVWVH","Direct","Chrome","F",29,2422397230.49775,0
187810,2015-05-12 22:32:08,2015-08-26 20:43:43,52,"KYBOJMNXISUOU","SEO","FireFox","F",36,1039993147.68738,0
150106,2015-01-11 03:30:33,2015-01-24 03:30:12,30,"RDXYZBMPLYQUK","SEO","Chrome","M",34,2748217651.04974,1
85143,2015-06-13 13:20:39,2015-07-16 16:56:37,23,"QUOBDQSMQMRBK","Ads","IE","F",21,820939939.661916,0
60438,2015-07-10 22:43:29,2015-07-22 03:52:28,49,"UTOTNBKPZVCJP","SEO","Chrome","M",57,1801006046.93287,0
190488,2015-06-01 07:53:57,2015-07-15 12:19:14,23,"NGSOAEAKOHOTT","SEO","Safari","F",34,792347057.158315,0
8691,2015-04-05 07:40:40,2015-06-17 05:45:10,47,"FMZCNWCCLRUQQ","Ads","IE","F",34,1942290152.77601,0
2997,2015-04-14 21:50:06,2015-07-26 00:05:37,80,"ZPNWTTGTJWHHD","SEO","Safari","F",39,1038733901.68848,0
314157,2015-01-04 10:13:38,2015-01-04 10:13:39,45,"RFAHRLHLPJGKW","Ads","FireFox","M",43,1443667978.62304,1
352293,2015-02-25 12:28:56,2015-06-13 07:15:53,49,"KMWGXIYZHTVCS","Direct","Chrome","M",35,25681908.5830131,0
300953,2015-01-11 22:28:08,2015-01-11 22:28:09,62,"WWXQPYFDRLHFS","Ads","Chrome","M",24,3563561810.1022,1
282245,2015-01-12 08:06:44,2015-03-07 12:20:01,39,"TJMAPUQDHZUQA","SEO","Safari","M",41,1872286025.47982,1
42411,2015-04-01 19:34:06,2015-07-15 19:35:44,40,"AXWJTELAGERSL","Ads","Safari","M",26,800723393.692817,0
164983,2015-02-16 07:28:06,2015-06-07 06:40:10,10,"WSRBGINNKWOLD","Ads","Safari","M",39,2237076702.31609,0
264480,2015-02-20 16:31:32,2015-05-19 10:06:41,32,"ZLEOMCTVIFXFH","Ads","Chrome","F",37,1779538861.75789,0
364695,2015-03-06 05:02:13,2015-04-14 14:04:36,44,"YYWGPQXHRZMEU","SEO","FireFox","F",42,1897863096.54384,0
28275,2015-03-25 21:44:35,2015-06-21 02:42:15,12,"SVVBPVVICFNSV","Ads","Chrome","M",48,686066603.890889,0
366113,2015-06-24 02:58:55,2015-06-25 17:39:07,17,"KVPTBUPBSGXSW","Direct","FireFox","M",22,1342300360.18614,0
291960,2015-01-13 09:15:32,2015-04-10 15:26:47,48,"HMBKAYTZNDDVL","Ads","IE","M",29,1932775106.66266,0
285467,2015-06-04 01:37:35,2015-09-28 04:52:39,17,"EYEZQZYZTRBYQ","SEO","IE","F",26,475950243.045217,0
248807,2015-04-27 15:20:06,2015-06-21 19:31:11,68,"JALLGSXHWRFCF","Direct","Chrome","F",18,1123191242.2626,0
298527,2015-01-31 15:19:28,2015-05-26 21:34:09,10,"SLTFDRIHWJCME","SEO","FireFox","M",43,622727873.144919,0
182868,2015-01-02 13:07:24,2015-01-02 13:07:25,39,"CQFJYHRFENVYC","Ads","Chrome","F",31,3146517327.38591,1
377855,2015-07-29 11:55:18,2015-09-20 12:32:41,25,"PYDQPNPFQVHBM","Direct","IE","F",34,2928808430.08913,0
8182,2015-01-04 09:40:46,2015-01-04 09:40:47,20,"GSEYHMCBONPHK","Ads","IE","F",39,2698869647.94814,1
338290,2015-04-28 17:40:30,2015-08-14 00:48:19,35,"ZQXLCPQSHKAID","Ads","Chrome","M",25,3752921391.82759,0
31734,2015-02-14 17:42:28,2015-02-15 17:09:11,32,"DFOHINDOLRBXX","SEO","Chrome","M",25,410944258.341991,0
307032,2015-01-11 04:18:48,2015-01-11 04:18:49,21,"YGGXHJOXVGPHP","SEO","IE","M",23,530414696.969813,1
376848,2015-02-05 01:02:22,2015-04-15 00:53:49,24,"YTPHYZUUMSAPJ","Ads","IE","M",26,3919186927.4256,0
54645,2015-03-24 06:06:48,2015-03-27 20:31:33,33,"NOQSCSUGNANSV","SEO","IE","M",41,3529856178.71001,0
326466,2015-04-20 07:46:47,2015-06-11 21:34:11,38,"VZFNJUCACYHCD","SEO","Chrome","M",22,2462579542.65665,0
299042,2015-03-09 08:24:32,2015-05-26 10:21:16,36,"RDHIZLENKIPZQ","Ads","IE","M",20,3651554523.38935,0
150998,2015-05-19 21:27:12,2015-09-13 07:13:42,98,"PQOALAMBQQSYN","Ads","Safari","M",31,728964394.237391,0
5766,2015-04-30 09:47:18,2015-07-14 05:01:52,26,"MHFPYIBYJEZWS","Ads","IE","F",34,2172725148.91887,0
159246,2015-04-23 19:15:04,2015-06-28 02:46:02,30,"KAIFYZTZQELLS","Ads","FireFox","M",31,3044080802.80768,0
109568,2015-01-15 02:08:06,2015-04-20 08:42:13,30,"AOFPYQJRCMNRA","SEO","FireFox","F",42,1341277510.70671,0
88782,2015-08-07 07:43:38,2015-08-21 08:05:00,55,"QELEDEHVGBBNR","Ads","IE","M",37,3177386574.04887,0
41317,2015-06-28 22:36:15,2015-07-23 15:42:18,24,"DLCPSOKXTDUQY","Ads","Safari","M",37,1884275823.16933,0
12983,2015-05-13 20:17:48,2015-07-31 17:03:51,16,"VVFQBLFTHSHLQ","Ads","Opera","F",30,3865484649.71244,0
217432,2015-08-01 13:29:36,2015-11-22 20:24:11,29,"MXJKGZCXBJQYV","Direct","Chrome","M",25,1871488127.15863,0
289159,2015-02-18 20:05:31,2015-03-09 05:29:07,46,"PSHOMECSDHJFB","SEO","Safari","M",39,3028231091.88236,0
316984,2015-05-02 08:28:39,2015-05-17 01:22:09,62,"DCNABKYQCGVPJ","SEO","Safari","F",47,2611386368.58803,0
247850,2015-07-12 08:59:14,2015-08-23 22:15:53,52,"HVIOUCTKZDQMW","Ads","IE","M",41,3525519416.62423,0
42525,2015-01-21 03:55:48,2015-02-19 15:32:34,25,"ZQIGAFJRNABUI","Ads","Safari","F",40,4090115383.68278,0
371898,2015-02-19 11:21:30,2015-04-11 18:00:30,66,"RANCLIRXWLNPF","Ads","IE","F",38,4291113300.98753,0
398497,2015-03-24 06:42:53,2015-04-06 11:30:54,60,"XFKTUZUKELJJW","SEO","FireFox","F",43,2037241724.23921,0
398956,2015-03-08 23:12:53,2015-05-07 22:51:06,41,"JQMBIAKNGOODY","SEO","Safari","F",48,1323004010.73533,0
64828,2015-05-10 17:39:11,2015-07-08 20:01:01,10,"NHWJZRNWOOFEM","Ads","Safari","M",32,672633101.272917,0
27950,2015-08-03 10:31:33,2015-11-04 23:01:45,48,"JLJZRNSMGSMYI","Ads","IE","M",51,4082165315.77774,0
260649,2015-01-08 13:06:02,2015-01-08 13:06:03,16,"EUFGYCKRIWDAS","Ads","IE","M",42,4039568057.36361,1
113679,2015-07-22 13:15:14,2015-11-06 21:41:26,56,"SLRDKKBAOUWHM","SEO","IE","M",29,2427665032.1011,0
396172,2015-07-07 18:04:39,2015-10-03 19:52:39,12,"EZSBINIQDVFKN","Ads","Chrome","F",37,3938578296.31666,0
212718,2015-05-29 08:35:51,2015-07-07 22:26:52,36,"FVPRVIHQWIAOT","Ads","Safari","F",25,2145610246.27573,0
200242,2015-06-25 20:20:59,2015-10-20 23:38:59,65,"PLSYLMBOBZLIM","Direct","IE","M",29,3875148754.72626,0
379712,2015-07-23 17:08:14,2015-09-20 07:07:49,53,"QEGBXNDJTUVZF","Ads","Chrome","M",40,749140641.843832,0
221196,2015-02-09 18:44:10,2015-05-21 08:51:53,20,"OVWFGCADYPDVT","Ads","IE","F",31,4171960898.44894,0
201913,2015-03-09 06:47:33,2015-06-30 23:06:12,49,"SEBHDXIUNRJRR","SEO","Chrome","M",29,3062583775.93338,0
66798,2015-02-09 20:55:36,2015-05-04 07:57:39,11,"CFARRVXKYXDOM","Ads","Chrome","M",48,19530781.9466612,0
326259,2015-08-09 13:12:30,2015-11-08 06:58:53,18,"GQAUUQGYJYNBD","Direct","Chrome","M",21,369085827.707802,0
